Age,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_M,Cabin_T,Embarked_C,Embarked_Q,Embarked_S,Family_cat_Alone,Family_cat_Large,Family_cat_Small,Fare,Pclass,Sex_female,Sex_male,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Title_Rev
33,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,86.5,1,1,0,0,0,0,0,1,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,14.5,3,0,1,0,0,1,0,0,0
41,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.125,3,0,1,0,0,1,0,0,0
20,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.2292,3,0,1,0,0,1,0,0,0
36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,120.0,1,1,0,0,0,0,1,0,0
16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.775,3,0,1,0,0,1,0,0,0
51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,77.9583,1,1,0,0,0,0,1,0,0
41,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,39.6,1,0,1,0,0,0,0,1,0
30,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.15,3,0,1,0,0,1,0,0,0
32,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.3625,3,0,1,0,0,1,0,0,0
24,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.5,3,0,1,0,0,1,0,0,0
48,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8542,3,0,1,0,0,1,0,0,0
57,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,10.5,2,1,0,0,0,0,1,0,0
26,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.225,3,0,1,0,0,1,0,0,0
54,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,23.0,2,1,0,0,0,0,1,0,0
18,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.75,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,7.75,3,0,1,0,0,1,0,0,0
5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,12.475,3,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.7375,3,0,1,0,0,1,0,0,0
43,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,211.3375,1,1,0,0,0,0,1,0,0
13,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.2292,3,1,0,0,1,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,57.0,1,1,0,0,0,0,1,0,0
29,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,30.0,1,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,23.45,3,0,1,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.05,3,0,1,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.25,3,0,1,0,0,1,0,0,0
18,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.4958,3,1,0,0,1,0,0,0,0
8,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,29.125,3,0,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.575,3,0,1,1,0,0,0,0,0
46,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,79.2,1,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,0,1,0,0,1,0,0,0
16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,26.0,2,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,69.55,3,1,0,0,1,0,0,0,0
41,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,30.6958,1,0,1,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
39,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
49,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,25.9292,1,1,0,0,0,0,0,1,0
31,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.6833,3,1,0,0,0,0,1,0,0
30,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.2292,3,0,1,0,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,24.15,3,1,0,0,0,0,1,0,0
34,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.25,2,1,0,0,0,0,1,0,0
11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,120.0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,8.5167,3,0,1,1,0,0,0,0,0
27,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6.975,3,0,1,0,0,1,0,0,0
31,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.775,3,0,1,0,0,1,0,0,0
39,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,1,0,1,0,0,1,0,0,0
18,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.775,3,1,0,0,1,0,0,0,0
39,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
33,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,53.1,1,1,0,0,0,0,1,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8875,3,0,1,0,0,1,0,0,0
39,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,24.15,3,0,1,0,0,1,0,0,0
35,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10.5,2,0,1,0,0,1,0,0,0
6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,31.275,3,1,0,0,1,0,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
41,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,1,0,1,0,0,1,0,0,0
23,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.925,3,1,0,0,1,0,0,0,0
31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,37.0042,2,0,1,0,0,1,0,0,0
43,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6.45,3,0,1,0,0,1,0,0,0
10,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,27.9,3,0,1,1,0,0,0,0,0
52,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,93.5,1,1,0,0,0,0,1,0,0
27,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.6625,3,0,1,0,0,1,0,0,0
38,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,1,0,1,0,0,0,0,1,0
27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12.475,3,1,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,39.6875,3,0,1,1,0,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.95,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,56.4958,3,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,37.0042,2,0,1,1,0,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,0,1,0,0,1,0,0,0
62,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,80.0,1,1,0,0,0,0,1,0,0
15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,14.4542,3,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18.75,2,0,1,1,0,0,0,0,0
26,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.2292,3,0,1,0,0,1,0,0,0
23,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8542,3,0,1,0,0,1,0,0,0
18,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.3,3,0,1,0,0,1,0,0,0
39,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,83.1583,1,1,0,0,1,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.6625,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
32,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,56.4958,3,0,1,0,0,1,0,0,0
41,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,29.7,1,0,1,0,0,1,0,0,0
20,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.925,3,0,1,0,0,1,0,0,0
16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10.5,2,0,1,0,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,31.0,1,1,0,0,1,0,0,0,0
34,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6.4375,3,0,1,0,0,1,0,0,0
17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.6625,3,0,1,0,0,1,0,0,0
42,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.55,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,69.55,3,0,1,0,0,1,0,0,0
35,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,33.0,2,0,1,0,0,0,0,0,1
34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,89.1042,1,1,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,31.275,3,0,1,1,0,0,0,0,0
74,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.775,3,0,1,0,0,1,0,0,0
9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,15.2458,3,1,0,0,1,0,0,0,0
16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,39.4,1,1,0,0,1,0,0,0,0
44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,2,1,0,0,0,0,1,0,0
18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9.35,3,1,0,0,0,0,1,0,0
45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,164.8667,1,1,0,0,0,0,1,0,0
51,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,26.55,1,0,1,0,0,1,0,0,0
24,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,19.2583,3,1,0,0,0,0,1,0,0
26,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.2292,3,0,1,0,0,1,0,0,0
41,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14.1083,3,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11.5,2,0,1,0,0,1,0,0,0
48,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,25.9292,1,1,0,0,0,0,1,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,69.55,3,1,0,0,1,0,0,0,0
24,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
42,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,1,0,0,0,0,1,0,0
27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,13.8583,2,1,0,0,1,0,0,0,0
31,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50.4958,1,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.5,3,0,1,0,0,1,0,0,0
4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11.1333,3,0,1,1,0,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
47,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,52.5542,1,1,0,0,0,0,1,0,0
33,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0,1,0,1,0,0,1,0,0,0
47,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.0,3,0,1,0,0,1,0,0,0
28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,24.0,2,1,0,0,0,0,1,0,0
15,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.225,3,1,0,0,1,0,0,0,0
20,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.8458,3,0,1,0,0,1,0,0,0
19,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,83.1583,1,1,0,0,0,0,1,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,2,1,0,0,0,0,1,0,0
33,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
22,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10.5167,3,1,0,0,1,0,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10.5,2,0,1,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.05,3,0,1,0,0,1,0,0,0
39,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,29.125,3,1,0,0,0,0,1,0,0
27,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,0,0,0,1
19,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,30.0,1,1,0,0,1,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,23.45,3,1,0,0,1,0,0,0,0
26,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,30.0,1,0,1,0,0,1,0,0,0
32,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,0,1,0,0,1,0,0,0
